id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC
NQEG;0;1;0;3;0;5;0;36;1;1;0;0;0;0;1;0;0;1;0;0.5454545454545454;0.0;0.6875;1.0
CAVD;0;1;0;3;2;5;0;57;1;0;0;0;0;0;1;0;0;0;0;0.5454545454545454;0.0;0.6875;1.0
JHJ4;0;1;0;1;2;5;0;32;0;1;0;0;0;0;1;0;0;0;0;0.3636363636363636;0.0;0.6111111111111112;1.0
T1Z4;1;1;0;1;2;4;0;37;0;1;1;0;0;0;1;0;0;1;0;0.3636363636363636;0.0;0.6111111111111112;1.0
P8B5;1;1;0;3;0;1;0;33;0;1;0;0;1;0;0;0;0;1;0;0.0909090909090909;0.0;0.5238095238095238;0.0
K0ZJ;0;1;0;1;3;3;0;33;1;1;1;0;0;1;1;0;0;0;0;1.0;0.6666666666666666;1.0;0.3333333333333333
RGWL;1;1;0;1;0;3;0;35;1;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
YEBS;0;1;0;4;3;5;0;34;1;1;1;0;0;1;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
B6P1;0;1;0;2;1;2;0;30;1;1;1;0;0;0;1;0;0;0;0;0.3333333333333333;0.0;0.6;0.0
X3WL;0;1;0;1;0;1;0;19;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
WRH1;0;1;0;3;1;2;0;23;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
DUYM;0;1;0;3;1;3;0;21;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
Y2NW;0;1;0;3;1;3;0;21;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
TAYB;0;1;0;1;0;3;0;39;0;1;1;0;0;0;0;0;0;0;0;0.8888888888888888;0.4166666666666666;0.9;0.5357142857142857
L4T6;1;1;0;2;1;3;0;39;0;1;1;0;0;0;1;0;0;0;0;0.7777777777777777;0.2222222222222222;0.8181818181818182;0.7142857142857143
TWZH;0;1;0;4;3;5;0;33;0;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
R9XI;1;1;0;1;1;2;0;44;0;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
P8L9;0;1;0;4;3;5;0;40;0;1;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
BRT3;0;1;0;3;1;5;0;41;0;1;1;0;0;0;1;0;0;0;0;0.1111111111111111;0.0;0.5;0.0
X1JW;0;1;0;4;3;5;0;32;0;0;0;0;0;0;0;0;0;0;0;0.1111111111111111;0.0;0.5;0.0
ZFN6;0;1;0;3;0;5;0;35;0;1;1;0;1;0;1;0;0;0;0;0.1111111111111111;0.0;0.4736842105263157;0.0
Z0PK;0;1;0;2;1;5;0;35;0;1;1;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
BTL3;0;1;0;3;2;2;0;46;0;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
XEP6;1;1;0;1;1;3;0;40;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
K1D0;1;1;0;3;2;3;0;30;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
NVP7;1;1;0;3;1;2;0;31;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
V0HS;1;1;0;3;1;2;0;32;0;1;0;0;0;0;0;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
X6IL;1;1;0;2;1;5;0;32;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
UYUK;0;1;0;2;1;5;0;32;1;1;0;0;0;0;1;0;0;0;0;0.95;0.0;0.9523809523809524;1.0
FDIJ;1;1;0;1;3;3;0;33;1;1;1;0;0;0;1;0;0;0;0;0.95;0.0;0.9523809523809524;1.0
ZQAZ;1;1;0;3;0;2;0;38;0;0;0;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
KBSU;0;1;0;2;1;3;0;30;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
VBSP;0;1;0;3;1;5;0;27;1;1;0;0;0;0;1;0;0;1;0;0.05;0.0;0.5128205128205128;0.0
SMTA;1;1;0;2;1;5;0;35;0;1;1;0;0;0;1;0;0;0;0;0.95;0.0;0.9523809523809524;1.0
GYYH;1;1;0;3;0;0;0;25;1;0;0;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
NCFM;1;1;0;1;2;2;0;29;1;0;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
QFG9;1;1;0;3;0;5;0;40;1;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
HPUZ;0;1;0;2;1;3;0;37;1;1;0;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
SBDA;0;1;0;3;1;2;0;33;0;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
B0UQ;0;0;1;3;1;3;0;32;1;1;1;0;0;0;1;0;0;1;0;0.95;0.0;0.9523809523809524;1.0
XLKG;0;1;0;2;3;5;0;33;0;1;1;0;0;0;1;1;0;1;0;0.95;0.0;0.9523809523809524;1.0
N5IL;1;1;0;3;1;5;0;31;0;1;1;0;0;0;1;0;0;0;0;0.95;0.0;0.9523809523809524;1.0
PFMP;1;1;0;3;0;2;0;30;0;0;0;0;0;0;0;0;0;0;0;0.95;0.0;0.9523809523809524;1.0
F1CS;1;1;0;3;1;5;0;32;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0999999999999999;1.0;0.9
GBXR;1;1;0;3;1;3;0;26;0;1;0;0;0;0;0;0;0;1;0;0.1363636363636363;0.126984126984127;0.4;0.0
SMOI;1;1;0;2;1;2;0;30;0;1;1;0;0;0;0;1;0;1;0;0.3636363636363636;0.7366522366522366;0.5789473684210527;0.1071428571428571
DVOH;0;1;0;1;3;5;0;29;0;1;0;0;0;0;0;0;0;1;0;0.1818181818181818;0.0432900432900432;0.3548387096774194;0.6666666666666666
WUFQ;0;1;0;3;1;1;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0909090909090909;0.0;0.3793103448275862;1.0
TPWZ;0;1;0;2;1;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0454545454545454;0.0;0.3333333333333333;0.0
DVEA;0;1;0;3;0;2;0;32;0;0;0;0;0;0;0;0;0;1;0;0.0909090909090909;0.023088023088023;0.4;0.0
UIYA;0;1;0;3;1;1;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0454545454545454;0.0;0.2528735632183908;0.0
AIHT;1;1;0;3;1;1;0;25;0;0;0;0;0;0;0;0;0;1;0;0.1363636363636363;0.0057720057720057;0.4;0.6666666666666666
KRJB;0;1;0;1;2;1;0;34;0;1;1;0;0;0;0;0;0;1;0;0.1363636363636363;0.0;0.3492063492063492;1.0
E1TX;0;1;0;3;1;2;0;28;0;1;1;0;0;0;1;0;0;1;0;0.1818181818181818;0.0923520923520923;0.4313725490196078;0.6666666666666666
UWOI;1;0;1;2;1;1;0;34;1;1;1;0;0;0;0;0;0;1;0;0.0454545454545454;0.0;0.2933333333333333;0.0
F6BS;1;1;0;2;1;2;0;36;1;1;1;0;0;0;0;1;0;1;0;0.0909090909090909;0.0086580086580086;0.3098591549295774;0.0
CWOW;1;1;0;1;2;3;0;25;0;1;1;0;0;0;1;0;0;1;0;0.0454545454545454;0.0;0.2894736842105263;0.0
W7SF;1;1;0;3;1;3;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0909090909090909;0.0;0.2682926829268293;1.0
LEOB;0;1;0;3;1;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.0454545454545454;0.0;0.3333333333333333;0.0
IYRB;1;1;0;2;1;2;0;27;0;1;0;0;0;0;0;0;0;1;0;0.1818181818181818;0.1327561327561327;0.4074074074074074;0.1666666666666666
KFJT;0;1;0;3;1;2;0;33;0;1;1;0;0;0;0;0;0;1;0;0.2272727272727273;0.1832611832611831;0.44;0.4
CDCC;1;1;0;4;3;5;0;37;0;1;0;0;0;0;1;0;0;1;0;0.1818181818181818;0.0909090909090909;0.3333333333333333;0.5
N6L1;0;1;0;3;1;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.1818181818181818;0.0432900432900432;0.3548387096774194;0.6666666666666666
JPEX;0;1;0;3;1;2;0;31;0;0;0;0;0;0;0;0;0;1;0;0.3181818181818182;0.5194805194805194;0.4888888888888889;0.1428571428571428
QSGS;1;1;0;3;1;3;0;40;1;1;1;0;0;0;0;1;0;1;0;0.1818181818181818;0.0151515151515151;0.3333333333333333;0.5
TEE0;0;1;0;3;1;2;0;35;1;1;1;0;0;0;0;1;0;1;0;0.0454545454545454;0.0;0.3333333333333333;0.0
JAU0;0;1;0;3;0;2;0;29;0;0;1;0;0;0;0;0;0;1;0;0.0454545454545454;0.0;0.3098591549295774;0.0
LIAB;1;1;0;1;1;3;0;40;0;1;1;0;0;0;0;0;1;0;0;0.0714285714285714;0.0;0.25;0.0
CAVK;1;1;0;1;2;4;0;49;1;1;1;0;0;0;1;1;0;1;0;0.1428571428571428;0.0769230769230769;0.3888888888888889;0.0
WAPO;1;1;0;2;1;3;0;40;0;1;1;0;0;0;0;0;0;1;0;0.2142857142857142;0.1776556776556776;0.4117647058823529;0.0
QXH8;0;1;0;3;1;3;0;33;1;1;1;0;0;0;0;1;0;0;0;0.2142857142857142;0.152014652014652;0.3255813953488372;0.0
HSNK;0;1;0;1;2;2;0;29;1;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.5;1.0
T8N4;0;1;0;2;1;3;0;47;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.5;1.0
ECDL;1;1;0;1;2;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0714285714285714;0.0;0.35;0.0
H6O0;1;1;0;2;1;3;0;38;1;1;0;0;0;0;1;1;0;0;0;0.2142857142857142;0.293040293040293;0.5185185185185185;0.0
WOXZ;0;1;0;1;2;3;0;33;1;1;1;0;0;0;0;1;0;0;0;0.1428571428571428;0.1153846153846153;0.4827586206896552;0.0
TAQK;1;1;0;1;2;2;0;35;0;1;1;0;0;0;1;0;0;1;1;0.5;0.0;0.5;1.0
HEUM;0;1;0;2;1;3;0;25;1;0;1;0;0;0;0;1;0;1;0;0.5714285714285714;0.1428571428571428;0.5185185185185185;0.75
D6FR;1;1;0;3;1;2;0;36;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.5;1.0
O9YY;1;1;0;1;2;3;0;43;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.5;1.0
M0B9;0;1;0;1;0;3;0;33;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.5;1.0
Q8KC;1;1;0;1;2;2;0;40;0;1;1;0;0;0;0;0;0;1;0;0.6428571428571428;0.5366300366300367;0.6363636363636364;0.5833333333333334
G7OA;1;1;0;3;0;5;0;26;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
WQOX;1;1;0;2;1;5;0;26;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
G2TO;1;1;0;3;1;5;0;24;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
NGNP;1;1;0;3;1;5;0;24;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
UIP8;1;1;0;1;2;5;0;34;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
C0YG;1;1;0;2;1;4;0;31;0;1;1;0;0;0;1;0;0;1;0;0.1;0.0;0.4;0.0
V5E2;0;1;0;3;1;3;0;28;0;0;0;0;0;0;0;0;0;1;0;0.2;0.4666666666666667;0.5263157894736842;0.0
G3M9;0;1;0;1;1;3;0;38;0;0;0;0;0;0;0;0;0;0;0;0.4;0.0;0.4761904761904761;1.0
A6X3;1;1;0;1;2;2;0;26;1;0;0;0;0;0;0;1;0;1;0;0.2;0.0;0.3125;1.0
UCS5;1;1;0;2;1;2;0;38;1;1;1;0;0;0;1;1;0;1;0;0.5;0.2;0.5;0.6
DIUX;1;1;0;3;1;3;0;36;1;1;0;0;0;0;1;1;0;0;0;0.6000000000000001;0.6444444444444445;0.625;0.4
OKW3;1;0;1;3;0;2;0;29;1;1;1;0;0;0;0;1;0;1;0;0.2;0.0;0.3125;1.0
DDIA;0;1;0;3;1;2;0;52;0;0;0;0;0;0;0;0;0;0;0;0.4;0.0;0.4761904761904761;1.0
KHI9;1;1;0;3;0;3;0;34;1;1;1;0;0;0;0;1;0;1;0;0.1;0.0;0.3448275862068966;0.0
IMO9;0;1;0;2;1;1;0;26;0;0;0;0;0;0;0;0;0;1;0;0.3;0.3555555555555555;0.4166666666666667;0.3333333333333333
PTCT;0;1;0;3;1;3;0;40;0;1;0;0;0;0;1;0;0;0;0;0.4;0.0;0.4761904761904761;1.0
WDZ9;0;1;0;1;2;2;0;33;1;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
MJNG;0;1;0;1;2;2;0;34;1;1;1;0;0;0;1;0;0;1;0;1.0;0.1666666666666666;1.0;0.6666666666666666
LBET;0;1;0;3;1;3;0;35;1;1;1;0;0;0;1;0;0;0;0;1.0;0.1666666666666666;1.0;0.6666666666666666
Z0TR;0;1;0;3;1;3;0;31;1;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
B4RQ;0;0;1;1;3;5;0;46;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
TGZT;0;1;0;4;3;5;0;40;1;1;0;0;0;0;1;0;0;0;1;1.0;0.0;1.0;1.0
EDIB;1;1;0;1;2;2;0;46;1;1;0;0;0;1;1;1;0;0;1;1.0;0.0;1.0;1.0
XFRI;1;1;0;1;2;2;0;43;1;1;1;0;0;0;1;0;0;0;1;1.0;0.0;1.0;1.0
WYO3;1;1;0;1;0;2;0;41;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
R8PR;0;1;0;1;2;2;0;39;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
GOTM;0;1;0;1;3;5;0;37;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
ISHK;0;1;0;1;3;5;0;70;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
NSZ3;1;1;0;1;2;3;0;44;1;1;1;0;0;0;1;0;0;0;1;1.0;0.0;1.0;1.0
GBSR;0;0;1;1;3;5;0;39;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
SQX8;0;1;0;3;1;2;0;28;0;1;1;0;0;0;1;0;0;0;0;0.8;0.0;0.8333333333333334;1.0
QDV8;1;1;0;3;1;2;0;30;0;1;1;0;0;0;0;0;0;0;0;0.8;0.0;0.8333333333333334;1.0
NKKW;1;1;0;3;1;3;0;28;0;1;1;0;0;0;1;0;0;0;0;0.8;0.0;0.8333333333333334;1.0
M2HJ;0;1;0;1;0;3;0;38;0;1;1;0;0;0;0;0;0;0;0;0.2;0.0;0.5555555555555556;0.0
GDR9;0;1;0;3;2;2;0;23;0;0;0;0;0;0;1;0;0;0;0;0.8;0.0;0.8333333333333334;1.0
I9ST;1;1;0;2;1;3;0;26;0;1;1;0;0;0;0;0;0;1;0;1.0;0.4;1.0;0.6
O2VD;1;1;0;1;2;3;0;34;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
K9RZ;1;0;1;1;0;2;0;38;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
FRS0;1;1;0;1;0;3;0;38;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
XHZ5;1;1;0;1;2;2;0;65;1;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
KAPI;1;1;0;1;2;2;0;29;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
G3OL;1;1;0;1;0;2;0;43;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
SDPH;1;1;0;1;2;3;0;50;1;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
JEEK;1;1;0;1;3;3;0;45;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
HFTR;0;1;0;1;1;3;0;28;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
R9WJ;1;1;0;1;3;2;0;63;1;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;1.0
G4GK;1;1;0;1;0;3;0;52;1;1;0;0;0;0;0;1;0;0;0;1.0;0.0;1.0;1.0
MJI2;1;0;1;1;2;2;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
IVI5;0;1;0;3;1;2;0;37;1;1;1;0;0;0;1;0;0;1;0;0.75;0.0;0.8;1.0
V9VX;0;0;1;2;1;0;0;64;0;1;1;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0
U4S8;1;1;0;2;0;2;0;33;1;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
ZOA6;1;1;0;3;1;2;0;39;1;1;1;0;0;0;0;1;0;1;0;1.0;0.5;1.0;0.5
BLGQ;1;1;0;2;1;1;0;67;0;1;1;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0
HNFF;0;1;0;3;1;2;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
MHYR;0;1;0;1;2;3;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
XNAH;0;1;0;3;0;2;0;33;1;0;0;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
KVOC;1;1;0;3;1;3;0;29;1;1;1;0;0;0;1;1;0;1;0;1.0;1.0;1.0;0.0
B8G6;0;1;0;3;0;5;0;30;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
KHIB;0;1;0;3;1;2;0;62;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
JLUB;0;1;0;3;1;3;0;39;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
LFUF;1;1;0;1;1;3;0;44;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
KUSX;0;1;0;3;1;1;0;51;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
UIG5;1;1;0;2;0;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.3108108108108108;0.0
JIRJ;1;1;0;3;1;3;0;30;1;0;0;0;0;0;1;0;0;0;0;0.0869565217391304;0.0049407114624505;0.2948717948717949;0.0
BQKI;1;1;0;3;2;3;0;31;1;1;1;0;0;0;0;0;0;1;0;0.217391304347826;0.3952569169960474;0.396551724137931;0.0
XFU6;0;1;0;1;2;1;0;24;1;0;0;0;0;0;0;1;0;0;0;0.3478260869565217;0.4743083003952568;0.4423076923076923;0.1428571428571428
C6P6;1;1;0;2;1;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.217391304347826;0.5174571805006588;0.46;0.1
RQGY;0;1;0;2;1;0;0;22;0;0;0;0;0;0;1;0;0;1;0;0.1304347826086956;0.0276679841897233;0.3382352941176471;0.0
QFBY;1;1;0;1;1;2;0;20;0;0;0;0;0;0;0;0;0;0;0;0.1304347826086956;0.0869565217391304;0.323943661971831;0.3333333333333333
YWC9;1;1;0;3;1;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.1304347826086956;0.0144927536231884;0.3382352941176471;0.3333333333333333
PUTI;1;1;0;2;1;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.2017543859649122;0.0
KCBG;1;1;0;3;1;3;0;27;1;0;0;0;0;0;0;1;0;1;0;0.0434782608695652;0.0;0.2446808510638297;0.0
XJIU;1;1;0;1;2;1;0;21;1;0;0;0;0;0;0;1;0;0;0;0.0869565217391304;0.0;0.3194444444444444;1.0
DBMJ;1;1;0;3;0;1;0;23;1;0;0;0;0;0;1;0;0;1;0;0.1304347826086956;0.1699604743083003;0.3150684931506849;0.0
TDXI;1;1;0;3;1;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0869565217391304;0.2371541501976284;0.3108108108108108;0.0
WORU;0;0;1;3;1;1;0;24;0;1;0;0;0;0;0;0;0;1;0;0.0869565217391304;0.0049407114624505;0.2948717948717949;0.0
FJSD;1;1;0;2;1;3;0;22;1;0;0;0;0;0;0;1;0;0;0;0.0434782608695652;0.0;0.2473118279569892;0.0
B8JJ;1;1;0;2;0;2;0;25;1;0;0;0;0;0;1;1;0;1;0;0.217391304347826;0.2648221343873517;0.4181818181818181;0.3
GZD4;1;1;0;0;1;3;0;35;0;0;0;0;0;0;0;0;0;0;0;0.0869565217391304;0.0049407114624505;0.2948717948717949;0.0
SALW;1;1;0;1;2;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.1304347826086956;0.0144927536231884;0.3382352941176471;0.3333333333333333
VST9;0;0;1;3;2;1;0;28;0;0;0;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.2421052631578947;0.0
C2DE;1;1;0;3;0;2;0;30;0;1;1;0;0;0;0;0;0;0;0;0.0434782608695652;0.0;0.2017543859649122;0.0
H9N9;0;1;0;3;2;3;0;37;0;1;0;0;0;0;0;1;0;1;0;0.1739130434782608;0.0948616600790513;0.3484848484848485;0.0
HRS0;0;0;1;3;2;1;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.2421052631578947;0.0
DHYV;1;1;0;2;1;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.1304347826086956;0.1699604743083003;0.25;0.0
SOWB;1;1;0;1;0;3;0;29;1;1;0;0;0;0;0;1;0;1;0;0.0869565217391304;0.0869565217391304;0.3194444444444444;0.0
GRO9;0;1;0;2;1;4;0;33;1;1;1;0;0;0;1;0;0;0;0;0.217391304347826;0.033596837944664;0.365079365079365;0.7
EPU7;0;1;0;2;1;3;0;35;1;0;0;0;0;0;1;0;0;0;0;0.217391304347826;0.0;0.25;1.0
VCIM;0;0;1;1;2;2;0;37;0;1;0;0;0;0;1;0;0;0;0;0.217391304347826;0.0;0.25;1.0
BCV2;0;1;0;3;0;3;0;35;0;1;1;0;0;0;1;0;0;1;0;0.1304347826086956;0.1897233201581027;0.365079365079365;0.6666666666666666
CYZX;1;1;0;2;1;2;0;46;1;1;1;0;0;0;1;0;0;0;0;0.2608695652173913;0.1660079051383399;0.3833333333333333;0.4666666666666667
NAIX;1;1;0;3;0;5;0;40;1;1;1;0;0;0;1;1;0;1;0;0.217391304347826;0.0029644268774703;0.3770491803278688;0.9
O2C3;1;1;0;3;1;2;0;47;1;1;1;0;0;0;1;1;0;0;0;0.0434782608695652;0.0;0.2804878048780488;0.0
ZLXT;0;1;0;3;1;3;0;30;0;0;0;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.2555555555555555;0.0
RKGK;0;1;0;2;1;2;0;36;1;1;1;0;0;0;1;1;0;0;0;0.2608695652173913;0.0899209486166007;0.3833333333333333;0.6
N4OB;1;1;0;3;0;3;0;36;1;1;1;0;0;0;1;0;0;0;0;0.0869565217391304;0.0;0.2839506172839506;1.0
CXYE;1;1;0;2;1;3;0;34;1;1;1;0;0;1;1;1;0;0;0;0.3043478260869565;0.1294466403162055;0.3898305084745763;0.5238095238095238
HBEG;1;1;0;2;1;3;0;53;0;1;1;0;0;0;1;0;0;0;0;0.217391304347826;0.0;0.25;1.0
B6ZT;0;0;1;3;0;2;0;36;1;1;1;0;0;0;0;0;0;1;0;0.0434782608695652;0.0;0.3285714285714285;0.0
OQU5;1;1;0;1;3;3;0;37;0;1;1;0;0;0;0;0;0;1;0;0.1304347826086956;0.1897233201581027;0.365079365079365;0.6666666666666666
YHRU;1;1;0;3;1;3;0;42;1;1;0;0;0;0;1;0;0;1;0;0.0434782608695652;0.0;0.3285714285714285;0.0
SSUF;0;1;0;3;2;3;0;32;1;1;1;0;0;0;1;0;0;0;0;0.217391304347826;0.0;0.25;1.0
MKCM;1;1;0;1;2;2;0;31;1;1;1;0;0;0;1;0;0;0;0;0.3043478260869565;0.3557312252964427;0.3108108108108108;0.5238095238095238
YNG3;1;1;0;3;0;3;0;42;1;1;1;0;0;0;1;1;0;1;1;0.3913043478260869;0.6788537549407114;0.4791666666666667;0.25
ZKLP;1;1;0;2;1;3;0;43;1;1;1;0;0;0;1;0;0;0;0;0.0869565217391304;0.0;0.2839506172839506;1.0
E9QS;0;1;0;2;1;3;0;47;1;1;1;0;0;0;1;0;0;0;0;0.217391304347826;0.0;0.25;1.0
IDTW;0;1;0;3;1;2;0;34;0;1;0;0;0;0;1;0;0;1;0;0.0869565217391304;0.0869565217391304;0.3382352941176471;0.0
HNQ5;0;1;0;3;1;2;0;30;1;0;1;0;0;0;1;1;0;1;0;0.1304347826086956;0.4743083003952569;0.4259259259259259;0.3333333333333333
MXIX;1;1;0;3;1;3;0;36;1;1;1;0;0;0;1;0;0;1;0;0.1304347826086956;0.0019762845849802;0.2911392405063291;0.6666666666666666
CKY3;0;1;0;1;2;3;0;29;1;0;0;0;0;0;0;0;0;0;0;0.0869565217391304;0.0;0.2875;1.0
GQWU;0;1;0;3;0;3;0;30;1;1;0;0;0;0;0;0;0;1;0;0.6000000000000001;0.0;0.7142857142857143;1.0
DQIP;0;1;0;1;1;5;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;0.25;1.0;0.5
LWL0;0;1;0;1;2;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.6000000000000001;0.0;0.7142857142857143;1.0
OJA8;0;1;0;2;1;5;0;24;0;0;0;0;0;0;0;0;0;0;0;0.4;0.0;0.625;1.0
MEMJ;0;1;0;2;1;5;0;22;0;0;0;0;0;0;0;0;0;1;0;0.4;0.0;0.625;1.0
B9SD;0;1;0;2;1;5;0;29;0;1;0;0;0;0;0;0;0;0;0;1.0;0.25;1.0;0.5
FGFA;0;0;1;3;1;1;0;39;0;1;1;0;0;0;0;0;0;0;0;0.5714285714285714;0.2857142857142857;0.7;0.5
OBW7;0;1;0;3;1;3;0;49;0;1;1;0;0;0;0;0;0;0;0;0.2857142857142857;0.0;0.5;1.0
X9VL;1;1;0;2;1;2;0;44;0;1;0;0;0;0;0;0;0;0;0;0.1428571428571428;0.0;0.4375;0.0
DBJO;0;1;0;3;0;2;0;33;0;1;1;0;0;0;0;0;0;0;0;0.5714285714285714;0.2857142857142857;0.7;0.5
USHK;1;1;0;1;2;2;0;38;0;1;1;0;0;0;0;0;0;1;0;0.2857142857142857;0.0;0.5;1.0
IEFF;1;1;0;1;2;2;0;44;0;1;1;0;0;0;0;0;0;0;0;0.4285714285714285;0.0;0.6363636363636364;1.0
XIX0;1;1;0;2;1;5;0;44;0;1;1;0;0;0;0;0;0;0;0;0.1428571428571428;0.0;0.4375;0.0
NDTU;0;0;1;3;0;2;0;38;0;1;1;0;0;0;1;0;0;0;0;0.7142857142857142;0.4761904761904761;0.7777777777777778;0.4
MSP1;1;1;0;1;0;3;0;24;1;1;0;0;0;0;1;0;0;1;1;0.4117647058823529;0.0324754901960784;0.425;0.5238095238095238
OPL6;1;1;0;2;1;3;0;47;1;1;0;0;0;0;0;0;0;1;0;0.0588235294117647;0.0;0.3269230769230769;0.0
K7DX;0;1;0;2;1;2;0;27;1;1;0;0;0;0;1;1;0;1;0;0.1764705882352941;0.0;0.3777777777777777;1.0
