id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC
NOW2;1;1;0;2;1;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.4;0.0074074074074074;0.5882352941176471;0.8333333333333334
CPIU;0;1;0;1;2;4;0;26;1;1;0;0;0;0;1;0;0;1;0;0.6000000000000001;0.2;0.7142857142857143;0.6666666666666666
O9LZ;0;1;0;1;1;1;0;22;1;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0
GZLK;0;1;0;1;1;3;0;25;0;1;1;0;0;0;0;0;0;1;0;0.1;0.0;0.4347826086956521;0.0
FBWA;1;1;0;1;1;4;0;29;1;1;1;0;0;0;1;0;0;1;0;0.9;0.5407407407407407;0.9090909090909092;0.4166666666666667
LQD1;0;1;0;1;2;2;0;23;1;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0
BKVV;0;1;0;2;1;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.3;0.0;0.5555555555555556;1.0
GZL8;0;1;0;3;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;0.4;0.0074074074074074;0.5882352941176471;0.8333333333333334
NXIU;1;1;0;3;1;4;0;32;0;1;1;0;0;0;0;0;0;1;0;0.3;0.0;0.5555555555555556;1.0
Q1VN;0;1;0;1;1;2;0;25;1;1;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0
UDJF;0;1;0;2;1;2;0;27;0;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
W9FY;0;1;0;1;1;3;0;25;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
T4ZC;1;1;0;3;1;2;0;26;1;1;0;0;0;0;1;0;0;1;0;0.625;0.5357142857142857;0.7272727272727273;0.6
GBNO;0;1;0;3;1;2;0;27;1;1;1;0;0;0;1;0;0;1;0;0.625;0.0357142857142857;0.6153846153846154;0.9
CHIA;1;1;0;1;1;2;0;45;0;1;0;0;0;0;0;0;0;0;0;0.625;0.0357142857142857;0.6153846153846154;0.9
TNMH;0;1;0;2;1;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.625;0.0357142857142857;0.6153846153846154;0.9
CWNX;0;1;0;1;2;2;0;26;0;1;0;0;0;0;1;0;0;0;0;0.375;0.4285714285714285;0.5714285714285714;0.3333333333333333
VRYO;0;1;0;3;1;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.625;0.0357142857142857;0.6153846153846154;0.9
EMM6;0;1;0;1;2;2;0;26;0;1;0;0;0;0;1;0;0;0;0;0.25;0.0;0.4;1.0
QJAS;0;0;1;1;2;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.4705882352941176;1.0
R3A5;0;1;0;1;2;4;0;26;0;1;0;0;0;0;1;0;0;0;0;0.25;0.0;0.4;1.0
J3BU;1;1;0;3;1;3;0;25;1;1;1;0;0;0;1;1;0;1;0;1.0;0.0;1.0;0.0
ICH2;0;1;0;3;1;3;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
PCZ2;0;1;0;1;2;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
H6PE;1;1;0;1;0;3;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
OJRG;0;1;0;1;2;3;0;23;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
XADG;1;1;0;3;1;2;0;35;0;1;1;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0
GHMH;1;0;1;3;0;1;0;36;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
WJF1;1;1;0;2;1;1;0;30;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
B1OK;0;1;0;2;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
E5ZA;0;1;0;3;1;1;0;20;0;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
C5DE;0;1;0;2;1;4;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
BSR6;0;1;0;3;0;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
Y6UD;0;1;0;1;0;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
S5AM;0;1;0;2;1;3;0;31;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
H9PF;0;1;0;3;1;3;0;29;1;1;1;0;1;0;0;0;0;1;0;1.0;0.0;1.0;0.0
GQZ8;1;1;0;3;1;2;0;24;1;1;0;0;0;0;1;1;0;1;0;1.0;0.0;1.0;0.0
Y1OV;0;1;0;2;1;2;0;23;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
UTYG;0;1;0;1;2;4;0;37;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
L7IH;1;1;0;3;1;2;0;36;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
B8YM;0;1;0;3;1;3;0;32;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
V6QV;0;1;0;3;1;2;0;29;1;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
XUCQ;0;1;0;3;1;3;0;28;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
PQV4;0;1;0;3;1;3;0;26;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
GDIL;0;1;0;2;1;3;0;23;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
KFB3;0;1;0;1;0;1;0;27;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
X6DD;0;1;0;2;1;2;0;27;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
LTHQ;1;1;0;2;1;3;0;23;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
KJNV;0;1;0;3;1;2;0;20;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
Y7ND;1;1;0;3;1;1;0;20;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
PCXH;1;1;0;3;1;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0333333333333333;0.6666666666666666;0.6666666666666666
XQXY;0;1;0;1;2;5;0;26;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.5454545454545454;0.0
TPG9;1;1;0;1;2;2;0;33;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;1.0
TEFG;0;1;0;1;1;3;0;28;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;1.0
G5DO;0;1;0;1;1;5;0;29;0;1;1;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.5454545454545454;0.0
Q8TM;0;1;0;1;2;3;0;35;0;1;1;0;0;0;1;0;0;0;0;0.1666666666666666;0.0;0.5454545454545454;0.0
UUG9;1;1;0;1;1;3;0;37;0;1;1;0;0;0;0;0;0;1;0;1.0;0.8333333333333334;1.0;0.1333333333333333
NCN1;1;1;0;3;0;3;0;33;0;1;1;0;0;0;0;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
L4UQ;1;0;1;1;2;2;0;37;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
NPNN;1;1;0;1;1;2;0;27;0;1;0;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
OTUQ;0;1;0;2;3;3;0;37;0;1;1;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.3939393939393939;0.0
HSMW;0;1;0;2;1;2;0;36;0;1;1;0;0;0;1;0;0;1;0;0.2307692307692307;0.2871794871794871;0.4814814814814814;0.0
LIU2;1;0;1;1;1;1;0;30;0;1;0;0;0;0;0;0;0;1;0;0.1538461538461538;0.1538461538461538;0.3513513513513513;0.0
CTFC;1;1;0;2;1;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.3939393939393939;0.0
AXZQ;0;1;0;3;0;5;0;25;1;1;0;0;0;0;1;0;0;1;0;0.4615384615384615;0.1589743589743589;0.5652173913043478;0.6
M5YJ;0;1;0;3;0;3;0;47;0;1;1;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.3939393939393939;0.0
W1FP;0;1;0;2;1;3;0;25;1;1;0;0;0;0;1;0;0;1;0;0.6153846153846154;0.4282051282051282;0.6190476190476191;0.3214285714285714
FYGF;0;1;0;1;0;5;0;28;0;1;0;0;0;0;0;0;0;1;0;0.3846153846153846;0.0051282051282051;0.5416666666666666;0.9
VSVH;0;1;0;3;3;2;0;35;0;1;1;0;0;0;1;0;0;1;0;0.0769230769230769;0.0;0.3714285714285714;0.0
TYHR;1;1;0;2;1;3;0;27;1;1;1;0;0;0;1;0;0;1;0;0.4615384615384615;0.3076923076923077;0.6190476190476191;0.4
J7XK;0;0;1;2;1;5;0;25;0;1;0;0;0;0;0;0;0;1;0;0.3846153846153846;0.0051282051282051;0.5416666666666666;0.9
QZWB;0;1;0;3;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.3939393939393939;0.0
VYBY;1;1;0;3;1;2;0;25;1;1;0;0;0;0;1;0;0;1;0;0.3846153846153846;0.1538461538461538;0.5652173913043478;0.6
MXAP;1;1;0;2;1;1;0;27;1;1;1;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.2653061224489796;0.0
QZGM;1;1;0;3;2;4;0;26;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
PSXY;1;1;0;3;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
YNX4;0;1;0;1;1;2;0;38;1;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
W9HA;0;1;0;3;1;3;0;28;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
CDQB;1;1;0;2;1;3;0;28;1;1;0;0;0;0;0;1;0;1;0;0.0909090909090909;0.0;0.3235294117647059;0.0
M6MB;1;1;0;2;1;2;0;29;1;1;1;0;0;0;1;0;0;1;0;0.0909090909090909;0.0;0.3235294117647059;0.0
N7D3;1;1;0;3;1;2;0;26;1;1;0;0;0;0;0;1;1;1;0;0.0909090909090909;0.0;0.3235294117647059;0.0
ERLM;1;1;0;1;1;3;0;40;1;1;1;0;0;0;1;0;0;1;0;0.1818181818181818;0.0;0.4074074074074074;1.0
F3VB;0;1;0;3;1;4;0;30;1;1;1;0;0;0;0;1;0;1;1;0.5454545454545454;0.6545454545454545;0.6111111111111112;0.2666666666666666
V2TI;0;1;0;3;0;3;0;31;1;1;1;0;0;0;0;0;0;1;1;0.3636363636363636;0.109090909090909;0.55;0.8333333333333334
LBAR;0;1;0;3;1;3;0;26;1;1;1;0;0;0;0;0;0;1;0;0.3636363636363636;0.109090909090909;0.55;0.8333333333333334
JBY4;1;1;0;2;1;3;0;27;1;1;0;0;0;0;0;0;0;0;0;0.3636363636363636;0.109090909090909;0.55;0.8333333333333334
BOOK;1;1;0;2;1;3;0;38;1;1;1;0;1;0;1;1;0;1;0;0.4545454545454546;0.3454545454545454;0.4583333333333333;0.3
V4AF;1;1;0;3;1;2;0;25;1;1;0;0;0;0;0;1;0;1;0;0.2727272727272727;0.3454545454545454;0.4583333333333333;0.0
ZNT9;1;1;0;3;1;2;0;26;1;1;1;0;0;0;1;0;0;1;0;0.0909090909090909;0.0;0.3235294117647059;0.0
WBPH;1;0;1;3;2;2;0;27;0;0;0;0;0;0;0;0;0;1;0;0.1818181818181818;0.0;0.4074074074074074;1.0
DSHY;0;0;1;1;2;5;0;29;1;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
KJVC;0;1;0;3;0;3;0;34;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
IRHJ;0;0;1;1;2;5;0;29;1;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
PAXM;1;1;0;1;2;5;0;34;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
T6AT;0;1;0;3;1;3;0;31;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
TGLK;0;1;0;3;1;3;0;28;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
YTTF;0;1;0;1;2;2;0;31;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
WILJ;0;1;0;2;1;2;0;24;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
G7RW;0;1;0;2;1;0;0;25;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
XHM4;1;1;0;1;2;3;0;38;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
GJDU;1;1;0;3;1;3;0;37;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
DBH6;0;0;1;3;2;2;0;25;0;1;1;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0
T4II;0;1;0;2;1;3;0;27;1;1;1;0;0;0;0;1;0;1;0;1.0;0.5;1.0;0.5
L9M1;0;1;0;2;1;1;0;29;0;1;1;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0
LQIK;1;1;0;2;1;2;0;32;1;1;1;0;0;0;0;1;0;0;0;0.25;0.0;0.5714285714285714;0.0
BTK9;0;1;0;0;1;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.75;0.0;0.8;1.0
LKHO;0;1;0;3;1;4;0;32;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
UESK;0;1;0;3;1;3;0;36;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
I3EQ;0;1;0;2;1;2;0;21;1;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
UIZY;0;1;0;2;1;3;0;31;0;1;1;0;0;0;1;1;0;0;0;1.0;1.0;1.0;0.0
GHRF;0;1;0;3;1;2;0;39;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
RZY4;1;1;0;3;1;3;0;21;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
ZIMP;1;1;0;2;1;1;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
K3JZ;0;1;0;3;1;2;0;30;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
KCZ2;1;1;0;3;1;2;0;40;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
GCGF;0;1;0;2;1;2;0;25;1;0;0;0;0;0;1;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
IIF2;0;1;0;1;2;2;0;21;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
QMXS;1;1;0;2;1;2;0;27;0;0;0;0;0;0;1;0;0;1;0;1.0;0.6666666666666666;1.0;0.3333333333333333
AQKT;1;1;0;3;2;2;0;33;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
JWG0;1;1;0;3;0;3;0;29;1;1;1;0;0;0;1;1;0;1;0;1.0;1.0;1.0;0.0
LQB2;1;1;0;3;0;3;0;28;1;0;1;0;0;0;0;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
RBY4;1;1;0;3;0;3;0;28;1;0;1;0;0;0;0;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
ODKQ;1;1;0;2;1;2;0;24;1;0;0;0;0;0;0;1;0;0;0;0.6666666666666666;0.6666666666666666;0.75;0.0
KRZE;1;1;0;3;0;5;0;24;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.5;0.0
F4EB;1;1;0;2;1;4;0;32;1;1;1;1;0;0;1;1;0;1;0;0.6666666666666666;0.6666666666666666;0.75;0.0
NGJL;0;1;0;3;3;5;0;24;0;0;0;0;0;0;1;0;0;0;0;0.3333333333333333;0.0;0.5;0.0
RENK;0;1;0;1;2;2;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
HDH7;0;1;0;3;0;2;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
I0O1;0;1;0;3;0;3;0;30;0;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
S8TE;1;1;0;3;1;3;0;28;1;1;1;0;0;0;0;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
VLCQ;0;1;0;3;1;3;0;29;1;1;1;0;0;0;0;1;0;1;0;1.0;1.0;1.0;0.0
I8SN;1;1;0;3;1;2;0;41;0;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.5;0.0
QUK2;1;1;0;1;2;4;0;41;1;1;1;0;0;0;1;1;0;1;0;0.75;0.8333333333333333;0.8;0.0
JQNW;1;1;0;3;2;3;0;36;0;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.4444444444444444;0.0
AFZJ;1;1;0;3;2;3;0;43;1;1;1;0;0;0;0;1;0;1;0;0.5;0.5;0.6666666666666666;0.0
LGLG;1;1;0;3;1;3;0;39;0;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.5;0.0
YYPZ;1;1;0;3;1;3;0;34;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
RXP2;0;0;1;3;1;1;0;31;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
QXVC;0;1;0;2;1;3;0;34;1;1;0;0;0;0;1;0;0;0;0;0.1666666666666666;0.0;0.3333333333333333;0.0
GNVC;1;1;0;4;3;5;0;41;0;1;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.5333333333333333;0.5454545454545454;0.0
CMNR;0;0;1;1;2;2;0;34;0;1;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.3333333333333333;0.4285714285714285;0.0
UAE4;1;1;0;3;1;2;0;51;0;1;0;0;0;0;0;0;0;1;0;0.5;0.7333333333333333;0.6;0.0
RUDB;0;0;1;2;1;1;0;27;0;1;0;0;0;0;0;0;0;0;0;0.1666666666666666;0.0;0.4;0.0
CMHP;1;0;1;1;0;2;0;43;0;1;0;0;0;0;0;1;0;1;0;0.1666666666666666;0.0;0.3157894736842105;0.0
K7GF;0;1;0;3;2;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.3333333333333333;0.4615384615384615;0.0
QIAU;1;1;0;1;2;4;0;34;1;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
ZDH6;0;1;0;2;0;2;0;25;1;1;0;0;0;0;0;1;0;1;0;1.0;1.0;1.0;0.0
OXEI;0;1;0;3;0;3;0;37;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
FII7;1;1;0;3;0;2;0;24;1;0;0;0;0;0;1;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
C7GT;1;1;0;1;2;4;0;34;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
G0N7;1;1;0;3;2;1;0;39;1;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
OYHN;0;1;0;1;2;3;0;51;1;1;1;0;0;0;0;1;0;0;0;1.0;0.0;1.0;0.0
L7FN;0;1;0;3;1;2;0;27;0;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
Y8DP;1;1;0;2;1;2;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
A7U4;0;1;0;1;0;3;0;29;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
KPP9;1;1;0;3;0;2;0;44;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
GXUV;1;1;0;3;1;3;0;27;0;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
CNKH;0;1;0;2;1;3;0;27;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
BIG8;1;1;0;3;0;3;0;25;1;1;1;0;0;0;1;0;0;0;0;1.0;1.0;1.0;0.0
BXFS;0;1;0;1;0;2;0;27;1;0;0;0;0;1;1;1;0;1;0;0.6666666666666666;0.0;0.75;1.0
W2TS;0;0;1;3;0;2;0;27;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
T7H2;0;1;0;3;1;3;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.6666666666666666;1.0;0.3333333333333333
OYXA;0;1;0;3;1;3;0;28;0;1;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
TIB4;0;1;0;2;1;3;0;25;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
DNOV;0;1;0;1;0;2;0;24;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
XCDB;0;1;0;3;0;4;0;41;1;1;1;0;0;0;1;1;0;0;0;0.25;0.0;0.4;0.0
GTMR;1;1;0;2;1;2;0;24;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.5714285714285714;0.0
F3QD;1;1;0;3;3;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.25;0.0;0.4;0.0
O1M4;0;1;0;2;1;4;0;25;0;0;0;0;0;0;0;0;0;1;0;0.5;0.5;0.5714285714285714;0.0
YVU0;0;1;0;2;1;4;0;25;0;1;1;0;0;0;0;0;0;1;0;0.5;0.6666666666666666;0.6666666666666666;0.0
PUI4;1;1;0;1;1;1;0;53;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Q4AI;1;1;0;2;1;2;0;31;0;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
WNFD;1;1;0;2;1;2;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
G9IL;0;1;0;2;1;2;0;38;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
YGZT;0;1;0;3;1;3;0;22;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
LKP4;0;1;0;3;2;3;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
GUX2;0;1;0;3;1;3;0;23;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
OBGS;0;1;0;1;2;3;0;28;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
C2TC;0;0;1;1;2;2;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
R6CE;1;1;0;1;0;3;0;33;1;1;1;0;0;0;0;1;0;1;0;1.0;1.0;1.0;0.0
I5SL;1;1;0;3;1;3;0;38;1;1;1;0;0;0;0;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
BOQU;1;1;0;3;1;2;0;34;1;1;1;0;0;0;1;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
DXCL;1;1;0;2;1;2;0;25;1;1;1;0;0;0;1;0;0;1;0;0.5;0.5;0.6666666666666666;0.0
F9MR;1;1;0;3;0;1;0;27;0;1;0;0;0;0;0;0;0;0;0;0.75;0.8333333333333333;0.8;0.0
TATC;1;1;0;3;0;2;0;29;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5;0.0
ZLW9;0;0;1;1;2;1;0;33;0;0;0;0;0;0;0;0;0;1;0;0.25;0.0;0.5;0.0
P3E0;1;1;0;3;1;3;0;35;1;1;0;1;0;0;1;0;0;0;0;0.25;0.0;0.4444444444444444;0.0
INDF;1;1;0;2;1;2;0;21;0;0;0;0;0;0;0;0;0;1;0;0.3076923076923077;0.5128205128205128;0.3513513513513513;0.1666666666666666
F6HZ;0;1;0;1;2;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0.0769230769230769;0.0;0.2888888888888888;0.0
H7L4;0;1;0;2;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.1538461538461538;0.0;0.2708333333333333;1.0
B6O6;0;1;0;2;0;3;0;39;0;0;0;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.25;0.0
YDA1;0;1;0;1;2;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0.2307692307692307;0.6025641025641025;0.3939393939393939;0.0
BBPP;1;1;0;2;1;2;0;30;0;1;0;0;0;0;1;0;0;1;0;0.1538461538461538;0.0;0.3023255813953488;1.0
U7AL;0;1;0;1;2;3;0;27;0;0;0;0;0;0;0;0;0;1;0;0.1538461538461538;0.0;0.2708333333333333;1.0
H4II;0;1;0;2;1;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0.0769230769230769;0.0;0.2203389830508474;0.0
HYUO;0;1;0;3;1;1;0;41;0;0;0;0;0;0;0;0;0;1;0;0.0769230769230769;0.0;0.2096774193548387;0.0
ZAUZ;1;1;0;2;1;2;0;44;0;1;0;0;0;0;0;0;0;1;0;0.3076923076923077;0.4102564102564102;0.325;0.1666666666666666
JZSH;0;1;0;2;1;1;0;22;0;0;0;0;0;0;1;0;0;0;0;0.1538461538461538;0.1538461538461538;0.2765957446808511;0.0
JVA1;1;1;0;3;1;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.2307692307692307;0.5128205128205128;0.3714285714285714;0.3333333333333333
H3S1;0;1;0;1;0;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0.1538461538461538;0.5384615384615384;0.3939393939393939;0.0
D2SR;0;0;1;2;0;2;0;37;0;0;0;0;0;0;0;0;0;1;0;0.1538461538461538;0.1538461538461538;0.26;0.0
Z2N2;1;1;0;1;1;3;0;39;1;0;0;0;0;0;1;0;0;0;0;0.08;0.0;0.5102040816326531;1.0
H4LR;0;0;1;1;2;3;0;36;1;1;1;0;0;0;1;0;0;1;0;0.12;0.0016666666666666;0.5102040816326531;0.6666666666666666
C5IR;0;1;0;1;1;3;0;31;1;1;0;0;0;0;1;0;1;0;0;0.08;0.0;0.5;1.0
ENKM;0;0;1;1;1;3;0;35;1;1;0;0;0;0;1;0;0;1;0;0.24;0.02;0.5555555555555556;0.4
V1IJ;0;0;1;1;2;3;0;30;0;0;0;0;0;0;0;0;0;1;0;0.08;0.0;0.5;1.0
NPDZ;0;1;0;1;1;3;0;50;1;1;1;0;0;0;1;0;0;0;0;0.04;0.0;0.4901960784313725;0.0
YGBN;1;1;0;1;1;3;0;42;1;1;1;0;0;0;1;1;0;0;0;0.92;0.8477777777777777;0.925925925925926;0.075098814229249
VUU9;0;0;1;2;1;3;0;49;0;1;0;0;0;0;0;0;0;1;0;0.08;0.0;0.5;1.0
C8XA;0;0;1;2;1;3;0;34;0;0;0;0;0;0;0;0;0;1;0;0.12;0.0;0.5102040816326531;1.0
HUGN;1;0;1;1;2;3;0;48;0;0;0;0;0;0;0;0;0;1;0;0.12;0.0016666666666666;0.5102040816326531;0.6666666666666666
KQW6;0;1;0;1;1;3;0;50;1;0;0;0;0;0;1;0;0;1;0;0.08;0.0;0.5102040816326531;1.0
QFX6;0;0;1;1;1;3;0;32;0;0;0;0;0;0;0;0;0;1;0;0.08;0.0;0.5;1.0
RCJ2;0;0;1;1;1;3;0;43;0;0;0;0;0;0;0;0;0;1;0;0.12;0.0;0.5208333333333334;1.0
M3R5;0;1;0;2;1;3;0;37;0;0;0;0;0;0;0;0;0;1;0;0.08;0.0;0.5;1.0
